,レースID,レース日,レースタイトル,レースカテゴリ,レースクラス,レースルール,レース重量,レースコース,着順,枠,馬名ID,馬番,馬名,性齢,負担重量,騎手名,馬体重,馬体重(増減),調教師名,単勝人気
1165,72,2019-12-08,農林水産省賞典　阪神ジュベナイルフィリーズ,2歳,オープン,国際牝指定,馬齢,1600メートル芝右 外,13,6,576.0,12,ヒメサマ,2,54.0,川須 栄彦,418,-6,梅田 智之,15
1166,72,2019-12-08,農林水産省賞典　阪神ジュベナイルフィリーズ,2歳,オープン,国際牝指定,馬齢,1600メートル芝右 外,14,7,577.0,14,スウィートメリナ,2,54.0,和田 竜二,424,0,菊川 正達,16
1167,72,2019-12-08,農林水産省賞典　阪神ジュベナイルフィリーズ,2歳,オープン,国際牝指定,馬齢,1600メートル芝右 外,15,8,578.0,16,エレナアヴァンティ,2,54.0,岩田 康誠,448,-10,宗像 義忠,14
1168,72,2019-12-08,農林水産省賞典　阪神ジュベナイルフィリーズ,2歳,オープン,国際牝指定,馬齢,1600メートル芝右 外,16,6,579.0,11,ルーチェデラヴィタ,2,54.0,池添 謙一,438,4,西村 真幸,9
1169,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,1,3,255.0,5,キラーアビリティ,2,55.0,横山 武史,468,-2,斉藤 崇史,2
1170,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,2,5,252.0,8,ジャスティンパレス,2,55.0,C.デムーロ,450,0,杉山 晴紀,4
1171,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,3,2,251.0,3,ラーグルフ,2,55.0,丸田 恭介,496,14,宗像 義忠,8
1172,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,4,7,580.0,13,フィデル,2,55.0,川田 将雅,476,-2,友道 康夫,7
1173,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,5,5,256.0,9,ボーンディスウェイ,2,55.0,石橋 脩,494,4,牧 光二,10
1174,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,6,6,581.0,10,マテンロウレオ,2,55.0,横山 典弘,478,4,昆 貢,9
1175,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,7,2,582.0,2,アケルナルスター,2,55.0,柴田 大知,454,0,清水 英克,12
1176,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,8,1,583.0,1,シェルビーズアイ,2,55.0,松田 大作,472,0,武 英智,13
1177,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,9,3,257.0,4,グランドライン,2,55.0,三浦 皇成,514,0,高木 登,11
1178,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,10,8,584.0,15,アスクワイルドモア,2,55.0,武 豊,474,12,藤原 英昭,5
1179,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,11,7,249.0,12,オニャンコポン,2,55.0,菅原 明良,474,4,小島 茂之,6
1180,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,12,4,585.0,6,コマンドライン,2,55.0,C.ルメール,530,8,国枝 栄,1
1181,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,13,4,259.0,7,サトノヘリオス,2,55.0,岩田 望来,478,6,友道 康夫,3
1182,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,14,6,586.0,11,クラウンドマジック,2,55.0,岩田 康誠,510,8,加用 正,15
1183,73,2021-12-28,ホープフルステークス,2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,15,8,587.0,14,タイラーテソーロ,2,55.0,内田 博幸,476,4,栗田 徹,14
1184,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,1,3,38.0,6,サリオス,2,55.0,R.ムーア,538,-2,堀 宣行,1
1185,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,2,4,407.0,8,タイセイビジョン,2,55.0,武 豊,464,4,西村 真幸,2
1186,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,3,5,588.0,9,グランレイ,2,55.0,池添 謙一,452,-4,池添 学,14
1187,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,4,7,589.0,14,タガノビューティー,2,55.0,和田 竜二,508,6,西園 正都,9
1188,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,5,7,460.0,13,プリンスリターン,2,55.0,原田 和真,444,4,加用 正,15
1189,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,6,1,590.0,1,ジュンライトボルト,2,55.0,岩田 康誠,454,-4,友道 康夫,10
1190,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,7,1,493.0,2,ビアンフェ,2,55.0,藤岡 佑介,538,4,中竹 和也,5
1191,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,8,8,437.0,16,ラウダシオン,2,55.0,C.ルメール,490,0,斉藤 崇史,6
1192,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,9,4,454.0,7,ウイングレイテスト,2,55.0,松岡 正海,492,4,青木 孝文,8
1193,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,10,6,591.0,12,レッドベルジュール,2,55.0,C.スミヨン,476,-2,藤原 英昭,3
1194,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,11,2,592.0,4,トリプルエース,2,55.0,W.ビュイック,468,-10,斉藤 崇史,7
1195,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,12,6,593.0,11,カリニート,2,55.0,幸 英明,460,-6,大根田 裕之,16
1196,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,13,3,594.0,5,マイネルグリット,2,55.0,国分 優作,484,4,吉田 直弘,13
1197,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,14,5,595.0,10,エグレムニ,2,55.0,福永 祐一,472,6,加用 正,12
1198,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,15,8,457.0,15,メイショウチタン,2,55.0,松山 弘平,460,-6,本田 優,11
1199,74,2019-12-15,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,16,2,596.0,3,ペールエール,2,55.0,O.マーフィー,492,-2,安田 隆行,4
1200,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,1,3,51.0,6,カフェファラオ,5,57.0,福永 祐一,526,6,堀 宣行,2
1201,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,2,8,597.0,15,テイエムサウスダン,5,57.0,岩田 康誠,546,-8,飯田 雄三,5
1202,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,3,6,279.0,11,ソダシ,4,55.0,吉田 隼人,476,6,須貝 尚介,4
1203,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,4,7,598.0,13,ソリストサンダー,7,57.0,戸崎 圭太,486,0,高柳 大輔,6
1204,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,5,4,69.0,7,タイムフライヤー,7,57.0,横山 武史,482,2,橋口 慎介,15
1205,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,6,3,599.0,5,レッドルゼル,6,57.0,川田 将雅,494,6,安田 隆行,1
1206,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,7,2,70.0,4,アルクトス,7,57.0,田辺 裕信,548,4,栗田 徹,3
1207,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,8,4,73.0,8,サンライズノヴァ,8,57.0,松若 風馬,536,9,音無 秀孝,12
1208,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,9,8,68.0,16,エアスピネル,9,57.0,M.デムーロ,490,4,笹田 和秀,8
1209,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,10,6,389.0,12,ミューチャリー,6,57.0,御神本 訓史,464,-2,矢野 義幸,11
1210,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,11,2,66.0,3,インティ,8,57.0,武 豊,518,2,野中 賢二,7
1211,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,12,5,,9,,5,57.0,大野 拓弥,544,-8,羽月 友彦,14
1212,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,13,5,,10,,7,57.0,松田 大作,490,-2,須貝 尚介,9
1213,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,14,1,600.0,1,テオレーマ,6,55.0,C.ルメール,476,4,石坂 公一,10
1214,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,15,1,,2,,8,57.0,三浦 皇成,504,4,菊沢 隆徳,13
1215,75,2022-02-20,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,16,7,,14,,9,57.0,菅原 明良,528,-9,清水 英克,16
1216,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,1,5,283.0,9,ユーバーレーベン,3,55.0,M.デムーロ,462,8,手塚 貴久,3
1217,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,2,4,118.0,7,アカイトリノムスメ,3,55.0,C.ルメール,450,6,国枝 栄,2
1218,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,3,4,601.0,8,ハギノピリナ,3,55.0,藤懸 貴志,454,0,高野 友和,16
1219,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,4,2,602.0,4,タガノパッション,3,55.0,岩田 康誠,456,0,鮫島 一歩,10
1220,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,5,7,603.0,15,アールドヴィーヴル,3,55.0,松山 弘平,422,0,今野 貞一,7
1221,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,6,6,604.0,12,ミヤビハイディ,3,55.0,吉田 豊,480,-10,高橋 文雅,17
1222,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,7,1,605.0,1,ククナ,3,55.0,横山 武史,448,2,栗田 徹,8
1223,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,8,6,279.0,11,ソダシ,3,55.0,吉田 隼人,472,0,須貝 尚介,1
1224,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,9,1,606.0,2,スルーセブンシーズ,3,55.0,戸崎 圭太,428,-6,尾関 知人,9
1225,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,10,2,607.0,3,パープルレディー,3,55.0,田辺 裕信,416,2,奥村 武,12
1226,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,11,7,40.0,13,ファインルージュ,3,55.0,福永 祐一,494,6,木村 哲也,4
1227,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,12,8,608.0,17,スライリー,3,55.0,石川 裕紀人,424,2,相沢 郁,15
1228,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,13,8,113.0,18,ステラリア,3,55.0,川田 将雅,482,0,斉藤 崇史,5
1229,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,14,3,609.0,5,クールキャット,3,55.0,武 豊,510,4,奥村 武,6
1230,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,15,3,293.0,6,ウインアグライア,3,55.0,和田 竜二,456,-2,和田 雄二,13
1231,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,16,8,610.0,16,ニーナドレス,3,55.0,藤岡 康太,508,0,友道 康夫,11
1232,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,17,7,611.0,14,ストライプ,3,55.0,柴田 善臣,506,4,尾形 和幸,18
1233,76,2021-05-23,優駿牝馬,3歳,オープン,国際牝指定,定量,2400メートル芝左,18,5,612.0,10,エンスージアズム,3,55.0,岩田 望来,420,2,安田 翔伍,14
1234,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,1,2,51.0,3,カフェファラオ,4,57.0,C.ルメール,514,10,堀 宣行,1
1235,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,2,5,68.0,10,エアスピネル,8,57.0,鮫島 克駿,488,-4,笹田 和秀,9
1236,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,3,4,,7,,8,57.0,横山 典弘,534,2,安田 翔伍,8
1237,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,4,8,599.0,16,レッドルゼル,5,57.0,川田 将雅,490,-4,安田 隆行,3
1238,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,5,1,71.0,1,エアアルマス,6,57.0,松山 弘平,498,4,池添 学,10
1239,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,6,1,66.0,2,インティ,7,57.0,武 豊,518,-6,野中 賢二,7
1240,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,7,8,389.0,15,ミューチャリー,5,57.0,御神本 訓史,462,-7,矢野 義幸,13
1241,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,8,7,598.0,13,ソリストサンダー,6,57.0,北村 宏司,494,8,高柳 大輔,5
1242,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,9,3,70.0,6,アルクトス,6,57.0,田辺 裕信,540,-4,栗田 徹,2
1243,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,10,6,613.0,12,ヤマニンアンプリメ,7,55.0,横山 武史,494,-2,長谷川 浩大,14
1244,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,11,5,73.0,9,サンライズノヴァ,7,57.0,松若 風馬,542,8,音無 秀孝,4
1245,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,12,6,614.0,11,スマートダンディー,7,57.0,秋山 真一郎,498,-4,石橋 守,16
1246,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,13,7,276.0,14,オーヴェルニュ,5,57.0,丸山 元気,460,-16,西村 真幸,6
1247,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,14,4,175.0,8,ワイドファラオ,5,57.0,福永 祐一,514,8,角居 勝彦,11
1248,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,15,3,615.0,5,サクセスエナジー,7,57.0,酒井 学,550,0,北出 成人,15
1249,77,2021-02-21,フェブラリーステークス,4歳以上,オープン,国際指定,定量,1600メートルダート左,16,2,,4,,5,57.0,M.デムーロ,462,-4,寺島 良,12
1250,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,1,7,246.0,13,ドウデュース,3,57.0,武 豊,490,-6,友道 康夫,3
1251,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,2,8,245.0,18,イクイノックス,3,57.0,C.ルメール,484,-8,木村 哲也,2
1252,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,3,2,248.0,3,アスクビクターモア,3,57.0,田辺 裕信,472,-2,田村 康仁,7
1253,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,4,6,247.0,12,ダノンベルーガ,3,57.0,川田 将雅,494,-10,堀 宣行,1
1254,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,5,3,616.0,6,プラダリア,3,57.0,池添 謙一,458,2,池添 学,5
1255,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,6,8,255.0,16,キラーアビリティ,3,57.0,横山 武史,460,-8,斉藤 崇史,8
1256,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,7,7,244.0,15,ジオグリフ,3,57.0,福永 祐一,492,-2,木村 哲也,4
1257,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,8,4,249.0,7,オニャンコポン,3,57.0,菅原 明良,468,0,小島 茂之,6
1258,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,9,5,252.0,9,ジャスティンパレス,3,57.0,M.デムーロ,448,-10,杉山 晴紀,10
1259,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,10,4,254.0,8,ビーアストニッシド,3,57.0,和田 竜二,462,-6,飯田 雄三,17
1260,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,11,1,617.0,2,セイウンハーデス,3,57.0,幸 英明,472,4,橋口 慎介,16
1261,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,12,1,584.0,1,アスクワイルドモア,3,57.0,岩田 望来,464,2,藤原 英昭,13
1262,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,13,2,581.0,4,マテンロウレオ,3,57.0,横山 和生,476,-6,昆 貢,18
1263,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,14,8,618.0,17,ロードレゼル,3,57.0,D.レーン,506,2,中内田 充正,11
1264,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,15,7,258.0,14,デシエルト,3,57.0,岩田 康誠,512,0,安田 隆行,15
1265,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,16,6,250.0,11,ジャスティンロック,3,57.0,松山 弘平,486,-8,吉岡 辰弥,14
1266,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,17,5,464.0,10,マテンロウオリオン,3,57.0,横山 典弘,484,0,昆 貢,9
1267,78,2022-05-29,日本ダービー,3歳,オープン,国際牡牝指定,定量,2400メートル芝左,18,3,619.0,5,ピースオブエイト,3,57.0,藤岡 佑介,460,-6,奥村 豊,12
1268,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,1,6,118.0,12,アカイトリノムスメ,3,55.0,戸崎 圭太,448,-2,国枝 栄,4
1269,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,2,7,40.0,14,ファインルージュ,3,55.0,C.ルメール,494,-2,岩戸 孝樹,2
1270,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,3,5,544.0,9,アンドヴァラナウト,3,55.0,福永 祐一,432,-4,池添 学,3
1271,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,4,3,291.0,5,エイシンヒテン,3,55.0,松若 風馬,452,0,渡辺 薫彦,10
1272,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,5,3,608.0,6,スライリー,3,55.0,石川 裕紀人,432,4,相沢 郁,15
1273,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,6,1,113.0,2,ステラリア,3,55.0,武 豊,490,8,斉藤 崇史,9
1274,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,7,5,603.0,10,アールドヴィーヴル,3,55.0,松山 弘平,434,4,今野 貞一,6
1275,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,7,8,371.0,15,アナザーリリック,3,55.0,津村 明秀,490,8,林 徹,8
1276,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,9,8,620.0,16,ミスフィガロ,3,55.0,藤岡 康太,420,4,友道 康夫,12
1277,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,10,2,279.0,4,ソダシ,3,55.0,吉田 隼人,474,2,須貝 尚介,1
1278,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,11,1,606.0,1,スルーセブンシーズ,3,55.0,大野 拓弥,430,0,尾関 知人,7
1279,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,12,4,621.0,7,サルファーコスモス,3,55.0,川田 将雅,468,2,中内田 充正,11
1280,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,13,6,283.0,11,ユーバーレーベン,3,55.0,M.デムーロ,464,2,手塚 貴久,5
1281,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,14,4,,8,,3,55.0,岩田 望来,430,6,安田 翔伍,16
1282,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,15,2,609.0,3,クールキャット,3,55.0,和田 竜二,514,-10,奥村 武,13
1283,79,2021-10-17,秋華賞,3歳,オープン,国際牝指定,馬齢,2000メートル芝右,16,7,622.0,13,ホウオウイクセル,3,55.0,丸田 恭介,428,-8,高柳 瑞樹,14
1284,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,1,4,21.0,5,サートゥルナーリア,2,55.0,M.デムーロ,500,12,中竹 和也,1
1285,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,2,6,234.0,8,アドマイヤジャスタ,2,55.0,C.ルメール,504,4,須貝 尚介,2
1286,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,3,1,226.0,1,ニシノデイジー,2,55.0,勝浦 正樹,490,4,高木 登,3
1287,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,4,8,623.0,13,コスモカレンドゥラ,2,55.0,戸崎 圭太,444,2,田中 博康,8
1288,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,5,2,301.0,2,ブレイキングドーン,2,55.0,福永 祐一,494,6,中竹 和也,4
1289,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,6,7,49.0,11,ヴァンドギャルド,2,55.0,C.デムーロ,466,6,藤原 英昭,5
1290,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,7,4,624.0,4,ヒルノダカール,2,55.0,松田 大作,520,8,北出 成人,9
1291,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,8,3,625.0,3,キングリスティア,2,55.0,内田 博幸,506,4,河内 洋,6
1292,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,9,5,181.0,7,ミッキーブラック,2,55.0,O.マーフィー,476,4,音無 秀孝,7
1293,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,10,7,626.0,10,マードレヴォイス,2,55.0,三浦 皇成,460,0,田村 康仁,13
1294,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,11,6,627.0,9,ジャストアジゴロ,2,55.0,田辺 裕信,450,4,大和田 成,10
1295,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,12,5,628.0,6,ハクサンタイヨウ,2,55.0,松岡 正海,476,2,浅野 洋一郎,12
1296,80,2018-12-28,ホープフルステークス,サラ系2歳,オープン,国際牡牝指定,馬齢,2000メートル芝右,13,8,629.0,12,タニノドラマ,2,55.0,池添 謙一,428,4,松田 国英,11
1297,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,1,6,78.0,12,グランアレグリア,5,55.0,C.ルメール,506,2,藤沢 和雄,1
1298,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,2,2,37.0,3,シュネルマイスター,3,56.0,横山 武史,480,-2,手塚 貴久,2
1299,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,3,7,41.0,13,ダノンザキッド,3,56.0,川田 将雅,528,2,安田 隆行,5
1300,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,4,4,52.0,7,インディチャンプ,6,57.0,福永 祐一,484,0,音無 秀孝,6
1301,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,5,1,47.0,1,ホウオウアマゾン,3,56.0,坂井 瑠星,510,2,矢作 芳人,7
1302,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,6,2,,4,,4,57.0,松山 弘平,546,10,堀 宣行,3
1303,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,7,4,512.0,8,ダーリントンホール,4,57.0,和田 竜二,538,0,木村 哲也,10
1304,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,8,3,160.0,5,サウンドキアラ,6,55.0,武 豊,460,-6,安達 昭夫,11
1305,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,9,6,55.0,11,カテドラル,5,57.0,戸崎 圭太,492,10,池添 学,8
1306,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,10,3,87.0,6,ケイデンスコール,5,57.0,岩田 康誠,474,0,安田 隆行,12
1307,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,11,8,630.0,16,レインボーフラッグ,8,57.0,小崎 綾也,466,-2,小崎 憲,16
1308,81,2021-11-21,マイルチャンピオンシップ,3歳以上,オープン,国際指定,定量,1600メートル芝右 外,12,5,45.0,10,ロータスランド,4,55.0,田辺 裕信,466,-6,辻野 泰之,9
