,レースID,レース日,レースタイトル,レースカテゴリ,レースクラス,レースルール,レース重量,レースコース,着順,枠,馬名ID,馬番,馬名,性齢,負担重量,騎手名,馬体重,馬体重(増減),調教師名,単勝人気
401,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,2,4,128.0,7,ステラヴェローチェ,2,55.0,横山 典弘,502,0,須貝 尚介,2
402,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,3,4,133.0,8,レッドベルオーブ,2,55.0,福永 祐一,476,8,藤原 英昭,1
403,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,4,6,304.0,11,バスラットレオン,2,55.0,坂井 瑠星,478,-4,矢作 芳人,8
404,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,5,3,305.0,6,ブルースピリット,2,55.0,藤岡 佑介,484,-6,中内田 充正,13
405,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,6,8,306.0,15,ロードマックス,2,55.0,岩田 望来,444,0,藤原 英昭,11
406,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,7,3,307.0,5,ドゥラモンド,2,55.0,武 豊,478,10,手塚 貴久,5
407,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,8,1,308.0,1,カイザーノヴァ,2,55.0,池添 謙一,460,-2,矢作 芳人,14
408,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,9,7,47.0,13,ホウオウアマゾン,2,55.0,松山 弘平,500,2,矢作 芳人,3
409,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,10,7,309.0,14,モントライゼ,2,55.0,C.ルメール,492,-4,松永 幹夫,4
410,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,11,8,310.0,16,スーパーホープ,2,55.0,M.デムーロ,510,0,藤岡 健一,9
411,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,12,6,311.0,12,ジュンブルースカイ,2,55.0,岩田 康誠,436,8,友道 康夫,12
412,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,13,2,312.0,4,ショックアクション,2,55.0,戸崎 圭太,500,10,大久保 龍志,6
413,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,14,5,313.0,10,アスコルターレ,2,55.0,北村 友一,458,14,西村 真幸,10
414,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,15,2,314.0,3,ビゾンテノブファロ,2,55.0,山田 敬士,472,-6,小桧山 悟,16
415,25,2020-12-20,朝日杯フューチュリティステークス,2歳,オープン,国際牡牝指定,馬齢,1600メートル芝右 外,16,5,315.0,9,テーオーダヴィンチ,2,55.0,浜中 俊,490,-2,岡田 稲男,15
416,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,1,8,221.0,16,モズスーパーフレア,5,55.0,松若 風馬,494,0,音無 秀孝,9
417,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,2,4,78.0,8,グランアレグリア,4,55.0,池添 謙一,486,12,藤沢 和雄,2
418,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,3,2,48.0,3,ダイアトニック,5,57.0,北村 友一,472,2,安田 隆行,4
419,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,4,6,56.0,11,クリノガウディー,4,57.0,和田 竜二,494,-2,藤沢 則雄,15
420,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,5,8,,17,,5,57.0,藤岡 佑介,500,0,野中 賢二,12
421,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,6,4,,7,,4,57.0,岩田 康誠,494,-2,松永 幹夫,13
422,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,7,6,210.0,12,セイウンコウセイ,7,57.0,幸 英明,504,0,上原 博之,6
423,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,8,2,213.0,4,ティーハーフ,10,57.0,国分 優作,472,8,西浦 勝一,17
424,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,9,1,316.0,1,ステルヴィオ,5,57.0,丸山 元気,488,-4,木村 哲也,7
425,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,10,3,212.0,6,ダノンスマッシュ,5,57.0,川田 将雅,474,-4,安田 隆行,3
426,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,11,1,317.0,2,アウィルアウェイ,4,55.0,松山 弘平,480,2,高野 友和,11
427,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,12,5,318.0,9,タワーオブロンドン,5,57.0,福永 祐一,514,-6,藤沢 和雄,1
428,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,13,7,62.0,14,モズアスコット,6,57.0,M.デムーロ,494,0,矢作 芳人,5
429,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,14,7,220.0,15,ナックビーナス,7,55.0,田辺 裕信,532,-2,杉浦 宏昭,14
430,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,15,8,156.0,18,ノームコア,5,55.0,横山 典弘,478,11,萩原 清,8
431,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,16,3,319.0,5,ラブカンプー,5,55.0,酒井 学,444,6,森田 直行,18
432,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,17,7,222.0,13,ダイメイプリンセス,7,55.0,秋山 真一郎,504,14,森田 直行,16
433,26,2020-03-29,高松宮記念,4歳以上,オープン,国際指定,定量,1200メートル芝左,18,5,320.0,10,アイラブテーラー,4,55.0,武 豊,426,-8,河内 洋,10
434,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,1,1,321.0,2,アーモンドアイ,4,56.0,C.ルメール,480,-4,国枝 栄,1
435,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,2,5,53.0,9,ダノンプレミアム,4,58.0,川田 将雅,508,4,中内田 充正,3
436,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,3,3,158.0,5,アエロリット,5,56.0,戸崎 圭太,516,0,菊沢 隆徳,6
437,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,4,3,101.0,6,ユーキャンスマイル,4,58.0,岩田 康誠,488,-8,友道 康夫,7
438,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,5,7,30.0,14,ワグネリアン,4,58.0,福永 祐一,462,-10,友道 康夫,4
439,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,6,5,21.0,10,サートゥルナーリア,3,56.0,C.スミヨン,502,4,角居 勝彦,2
440,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,7,2,106.0,4,スワーヴリチャード,5,58.0,横山 典弘,514,-10,庄野 靖志,5
441,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,8,8,322.0,15,ウインブライト,5,58.0,松岡 正海,486,-8,畠山 吉宏,12
442,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,9,2,323.0,3,ケイアイノーテック,4,58.0,幸 英明,468,-2,平田 修,14
443,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,10,4,110.0,8,マカヒキ,6,58.0,武 豊,504,-4,友道 康夫,8
444,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,11,6,,11,,4,58.0,北村 宏司,502,-2,藤沢 和雄,16
445,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,12,4,28.0,7,スティッフェリオ,5,58.0,丸山 元気,448,6,音無 秀孝,11
446,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,13,1,29.0,1,カデナ,5,58.0,藤岡 佑介,472,-6,中竹 和也,10
447,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,14,8,,16,,5,58.0,北村 友一,516,-4,池江 泰寿,9
448,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,15,7,,13,,3,56.0,M.デムーロ,490,0,藤沢 和雄,13
449,27,2019-10-27,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,16,6,324.0,12,ドレッドノータス,6,58.0,坂井 瑠星,462,4,矢作 芳人,15
450,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,1,1,325.0,1,ワールドプレミア,5,58.0,福永 祐一,486,-2,友道 康夫,3
451,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,2,6,91.0,12,ディープボンド,4,58.0,和田 竜二,502,0,大久保 龍志,1
452,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,3,2,193.0,3,カレンブーケドール,5,56.0,戸崎 圭太,480,2,国枝 栄,4
453,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,4,1,326.0,2,アリストテレス,4,58.0,C.ルメール,474,-6,音無 秀孝,2
454,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,5,7,1.0,14,ウインマリリン,4,56.0,横山 武史,462,6,手塚 貴久,8
455,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,6,3,,5,,4,58.0,坂井 瑠星,488,-10,高野 友和,7
456,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,7,4,101.0,7,ユーキャンスマイル,6,58.0,藤岡 佑介,510,0,友道 康夫,5
457,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,8,3,110.0,6,マカヒキ,8,58.0,藤岡 康太,504,2,友道 康夫,12
458,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,9,7,327.0,13,ナムラドノヴァン,6,58.0,内田 博幸,492,0,杉山 晴紀,11
459,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,10,8,147.0,17,オーソリティ,4,58.0,川田 将雅,506,-4,木村 哲也,6
460,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,11,8,98.0,16,メロディーレーン,5,56.0,池添 謙一,342,-4,森田 直行,16
461,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,12,5,328.0,10,ゴースト,5,58.0,鮫島 克駿,496,0,橋口 慎介,14
462,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,13,8,329.0,15,オセアグレイト,5,58.0,横山 典弘,496,0,菊川 正達,9
463,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,14,6,22.0,11,メイショウテンゲン,5,58.0,酒井 学,470,2,池添 兼雄,13
464,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,15,4,100.0,8,ディバインフォース,5,58.0,武 豊,460,-8,寺島 良,10
465,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,16,2,,4,,7,58.0,松若 風馬,502,-4,池江 泰寿,17
466,28,2021-05-02,天皇賞春,4歳以上,オープン,国際指定,定量,3200メートル芝右 外→内,17,5,330.0,9,ジャコマル,7,58.0,横山 和生,464,-4,松永 幹夫,15
467,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,1,5,0.0,9,デアリングタクト,3,55.0,松山 弘平,466,0,杉山 晴紀,2
468,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,2,8,46.0,17,レシステンシア,3,55.0,武 豊,482,-6,松下 武士,1
469,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,3,2,15.0,3,スマイルカナ,3,55.0,柴田 大知,416,0,高橋 祥泰,9
470,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,4,6,14.0,11,クラヴァシュドール,3,55.0,M.デムーロ,442,-4,中内田 充正,6
471,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,5,7,6.0,14,ミヤマザクラ,3,55.0,福永 祐一,470,6,藤原 英昭,7
472,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,6,2,12.0,4,サンクテュエール,3,55.0,C.ルメール,456,2,藤沢 和雄,3
473,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,7,5,13.0,10,フィオリキアリ,3,55.0,藤井 勘一郎,434,8,清水 久詞,14
474,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,8,3,9.0,5,マルターズディオサ,3,55.0,田辺 裕信,440,-4,手塚 貴久,5
475,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,9,8,331.0,18,エーポス,3,55.0,岩田 康誠,458,12,北出 成人,11
476,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,10,4,3.0,8,リアアメリア,3,55.0,川田 将雅,478,-4,中内田 充正,4
477,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,11,1,5.0,2,チェーンオブラブ,3,55.0,石橋 脩,466,2,小笠 倫弘,16
478,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,12,7,4.0,13,マジックキャッスル,3,55.0,浜中 俊,424,-6,国枝 栄,8
479,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,13,8,332.0,16,ケープコッド,3,55.0,岩田 望来,464,-6,高柳 瑞樹,18
480,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,14,6,17.0,12,インターミッション,3,55.0,石川 裕紀人,406,6,手塚 貴久,13
481,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,15,4,333.0,7,ヒルノマリブ,3,55.0,北村 友一,486,2,北出 成人,15
482,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,16,3,11.0,6,ウーマンズハート,3,55.0,藤岡 康太,460,0,西浦 勝一,10
483,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,17,1,334.0,1,ナイントゥファイブ,3,55.0,松田 大作,468,4,西園 正都,17
484,29,2020-04-12,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,18,7,335.0,15,ヤマカツマーメイド,3,55.0,池添 謙一,476,4,池添 兼雄,12
485,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,1,1,143.0,2,コントレイル,4,57.0,福永 祐一,456,-8,矢作 芳人,1
486,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,2,4,147.0,7,オーソリティ,4,57.0,C.ルメール,520,2,木村 哲也,3
487,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,3,2,336.0,4,シャフリヤール,3,55.0,川田 将雅,446,-6,藤原 英昭,2
488,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,4,6,337.0,12,サンレイポケット,6,57.0,鮫島 克駿,474,2,高橋 義忠,10
489,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,5,3,338.0,6,グランドグローリー,5,55.0,C.デムーロ,466,前計不,G.ビエトリーニ,8
490,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,6,7,283.0,14,ユーバーレーベン,3,53.0,M.デムーロ,472,8,手塚 貴久,5
491,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,7,6,196.0,11,シャドウディーヴァ,5,55.0,横山 典弘,478,-4,斎藤 誠,11
492,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,8,8,339.0,18,ジャパン,5,57.0,武 豊,482,前計不,A.オブライエン,9
493,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,9,5,326.0,9,アリストテレス,4,57.0,横山 武史,480,8,音無 秀孝,4
494,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,10,3,19.0,5,キセキ,7,57.0,和田 竜二,512,6,辻野 泰之,7
495,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,11,2,340.0,3,ブルーム,5,57.0,R.ムーア,464,前計不,A.オブライエン,6
496,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,12,8,101.0,16,ユーキャンスマイル,6,57.0,藤岡 佑介,506,6,友道 康夫,14
497,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,13,7,20.0,13,モズベッロ,5,57.0,池添 謙一,488,6,森田 直行,16
498,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,14,7,110.0,15,マカヒキ,8,57.0,藤岡 康太,508,2,友道 康夫,12
499,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,15,5,142.0,10,ロードマイウェイ,5,57.0,三浦 皇成,474,4,杉山 晴紀,18
500,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,16,1,,1,,7,57.0,柴田 善臣,490,-2,角田 晃一,15
501,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,17,4,,8,,4,57.0,北村 宏司,508,-2,藤沢 和雄,17
502,30,2021-11-28,ジャパンカップ,3歳以上,オープン,国際指定,定量,2400メートル芝左,18,8,30.0,17,ワグネリアン,6,57.0,戸崎 圭太,464,-2,友道 康夫,13
503,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,1,4,341.0,7,シングンマイケル,5,63.0,金子 光希,458,0,高市 圭二,2
504,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,2,3,267.0,5,ブライトクォーツ,5,63.0,熊沢 重文,478,2,荒川 義之,6
505,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,3,7,266.0,12,メイショウダッサイ,6,63.0,森 一馬,508,8,飯田 祐史,4
506,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,4,8,239.0,15,シンキングダンサー,6,63.0,石神 深一,474,2,武市 康男,1
507,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,5,6,342.0,10,ルペールノエル,9,63.0,高田 潤,520,-6,藤原 英昭,8
508,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,6,7,343.0,13,メドウラーク,8,63.0,北沢 伸也,500,2,橋田 満,7
509,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,7,2,344.0,2,ヨカグラ,6,63.0,西谷 誠,474,-4,中竹 和也,5
510,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,8,4,345.0,6,シゲルロウニンアジ,6,63.0,植野 貴也,500,0,湯窪 幸雄,12
511,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,9,1,346.0,1,トーヨーピース,5,63.0,草野 太郎,474,2,土田 稔,11
512,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,10,5,347.0,9,ディライトフル,8,63.0,白浜 雄造,488,4,大久保 龍志,3
513,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,11,8,272.0,14,セガールフォンテン,9,63.0,江田 勇亮,508,2,石毛 善彦,14
514,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,12,5,348.0,8,トラキアンコード,7,63.0,五十嵐 雄祐,506,4,武市 康男,9
515,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,13,2,349.0,3,サウスオブボーダー,6,63.0,平沢 健治,454,0,五十嵐 忠男,13
516,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,14,6,350.0,11,シュンクルーズ,7,63.0,大江原 圭,456,0,柄崎 孝,15
517,31,2019-12-21,中山大障害,障害3歳以上,オープン,国際,定量,4100メートル芝,15,3,351.0,4,スリーコーズライン,3,61.0,伊藤 工真,462,-2,柄崎 孝,10
518,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,1,3,52.0,5,インディチャンプ,4,58.0,福永 祐一,470,0,音無 秀孝,4
519,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,2,1,158.0,2,アエロリット,5,56.0,戸崎 圭太,516,4,菊沢 隆徳,3
520,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,3,7,321.0,14,アーモンドアイ,4,56.0,C.ルメール,484,前計不,国枝 栄,1
521,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,4,3,57.0,6,グァンチャーレ,7,58.0,松岡 正海,472,0,北出 成人,13
522,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,5,2,352.0,4,サングレーザー,5,58.0,岩田 康誠,486,-2,浅見 秀一,6
523,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,6,4,62.0,7,モズアスコット,5,58.0,坂井 瑠星,488,-8,矢作 芳人,7
524,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,7,1,323.0,1,ケイアイノーテック,4,58.0,幸 英明,466,-4,平田 修,10
525,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,8,4,316.0,8,ステルヴィオ,4,58.0,D.レーン,486,8,木村 哲也,5
526,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,9,8,215.0,16,ロジクライ,6,58.0,武 豊,512,-2,須貝 尚介,11
527,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,10,7,32.0,13,ペルシアンナイト,5,58.0,M.デムーロ,494,0,池江 泰寿,8
528,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,11,2,353.0,3,サクラアンプルール,8,58.0,横山 典弘,486,2,金成 貴史,15
529,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,12,6,354.0,12,ロードクエスト,6,58.0,石川 裕紀人,464,0,小島 茂之,16
530,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,13,5,355.0,9,スマートオーディン,6,58.0,池添 謙一,500,-4,池江 泰寿,12
531,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,14,5,61.0,10,フィアーノロマーノ,5,58.0,北村 友一,544,4,高野 友和,9
532,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,15,6,356.0,11,エントシャイデン,4,58.0,田辺 裕信,474,2,矢作 芳人,14
533,32,2019-06-02,安田記念,3歳以上,オープン,国際指定,定量,1600メートル芝左,16,8,53.0,15,ダノンプレミアム,4,58.0,川田 将雅,504,4,中内田 充正,2
534,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,1,3,67.0,5,クリソベリル,3,55.0,川田 将雅,550,11,音無 秀孝,2
535,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,2,6,65.0,11,ゴールドドリーム,6,57.0,C.ルメール,536,10,平田 修,1
536,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,3,2,66.0,4,インティ,5,57.0,武 豊,516,-4,野中 賢二,3
537,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,4,2,64.0,3,チュウワウィザード,4,57.0,福永 祐一,482,1,大久保 龍志,5
538,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,5,6,357.0,12,キングズガード,8,57.0,秋山 真一郎,466,-4,寺島 良,13
539,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,6,3,358.0,6,オメガパフューム,4,57.0,L.デットーリ,452,-6,安田 翔伍,4
540,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,7,8,359.0,16,ヴェンジェンス,6,57.0,幸 英明,494,2,大根田 裕之,10
541,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,8,1,69.0,1,タイムフライヤー,4,57.0,O.マーフィー,474,10,松田 国英,8
542,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,9,4,360.0,8,ウェスタールンド,7,57.0,C.スミヨン,488,2,佐々木 晶三,6
543,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,10,8,361.0,15,ロンドンタウン,6,57.0,岩田 康誠,526,12,牧田 和弥,14
544,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,11,4,362.0,7,ワンダーリーデル,6,57.0,横山 典弘,532,4,安田 翔伍,11
545,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,12,1,363.0,2,モズアトラクション,5,57.0,藤岡 康太,494,0,松下 武士,12
546,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,13,5,364.0,10,ミツバ,7,57.0,和田 竜二,480,9,加用 正,15
547,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,14,7,175.0,13,ワイドファラオ,3,55.0,M.デムーロ,502,-2,角居 勝彦,9
548,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,15,5,365.0,9,サトノティターン,6,57.0,R.ムーア,580,6,堀 宣行,7
549,33,2019-12-01,チャンピオンズカップ,3歳以上,オープン,国際指定,定量,1800メートルダート左,16,7,,14,,4,57.0,川須 栄彦,516,6,宮 徹,16
550,34,2019-12-22,有馬記念,3歳以上,オープン,国際指定,定量,2500メートル芝右,1,3,105.0,6,リスグラシュー,5,55.0,D.レーン,468,前計不,矢作 芳人,2
